ano,experiencia,contrato,cargo,salario,moeda,salario_em_usd,residencia,tipo_trabalho,localizacao_empresa,tamanho_empresa,residencia_iso3
2025,Senior,Integral,Data Scientist,135000,USD,135000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,103400,USD,103400,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,250000,USD,250000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,170000,USD,170000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,120000,USD,120000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,115000,USD,115000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,130000,USD,130000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,110000,USD,110000,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,164500,USD,164500,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,119500,USD,119500,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,166810,USD,166810,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,81094,USD,81094,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,120000,USD,120000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,85000,USD,85000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,222480,USD,222480,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,111240,USD,111240,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,172000,USD,172000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,75600,USD,75600,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,185200,USD,185200,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,138900,USD,138900,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,90000,USD,90000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,55500,USD,55500,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,225000,USD,225000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,170000,USD,170000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,225500,USD,225500,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,184500,USD,184500,US,Presencial,US,Média,USA
2025,Executivo,Integral,Data Scientist,170000,USD,170000,US,Presencial,US,Média,USA
2025,Executivo,Integral,Data Scientist,120000,USD,120000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,316480,USD,316480,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,258500,USD,258500,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,190000,USD,190000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,125800,USD,125800,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,110000,GBP,139240,GB,Presencial,GB,Média,GBR
2025,Senior,Integral,Data Scientist,90000,GBP,113924,GB,Presencial,GB,Média,GBR
2025,Senior,Integral,Data Scientist,366350,USD,366350,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,301400,USD,301400,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,340000,USD,340000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,272000,USD,272000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,105000,USD,105000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,88000,USD,88000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,230000,USD,230000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,140000,USD,140000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,220000,USD,220000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,146000,USD,146000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,220000,USD,220000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,146000,USD,146000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,253000,USD,253000,CA,Presencial,CA,Média,CAN
2025,Senior,Integral,Data Scientist,135800,USD,135800,CA,Presencial,CA,Média,CAN
2025,Pleno,Integral,Data Scientist,205000,USD,205000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,158000,USD,158000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,170000,USD,170000,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,120000,USD,120000,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,175000,USD,175000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,130000,USD,130000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,153925,USD,153925,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,85150,USD,85150,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,153000,USD,153000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,117692,USD,117692,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,149820,USD,149820,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,89180,USD,89180,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,164500,USD,164500,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,119500,USD,119500,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,195700,USD,195700,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,142300,USD,142300,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,161700,USD,161700,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,117600,USD,117600,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,220700,USD,220700,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,175800,USD,175800,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,222480,USD,222480,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,92700,USD,92700,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,173040,USD,173040,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,86520,USD,86520,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,163410,USD,163410,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,87990,USD,87990,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,260590,USD,260590,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,130295,USD,130295,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,263600,USD,263600,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,119800,USD,119800,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,172800,USD,172800,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,138240,USD,138240,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,172000,USD,172000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,75600,USD,75600,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,172000,USD,172000,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,75600,USD,75600,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,220000,USD,220000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,96600,USD,96600,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,172000,USD,172000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,75600,USD,75600,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,172000,USD,172000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,75600,USD,75600,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,116706,USD,116706,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,70024,USD,70024,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,252900,USD,252900,BR,Remoto,BR,Média,BRA
2025,Senior,Integral,Data Scientist,133100,USD,133100,BR,Remoto,BR,Média,BRA
2025,Pleno,Integral,Data Scientist,229900,USD,229900,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,164200,USD,164200,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,168000,USD,168000,CA,Remoto,CA,Média,CAN
2025,Senior,Integral,Data Scientist,110000,USD,110000,CA,Remoto,CA,Média,CAN
2025,Senior,Integral,Data Scientist,219000,USD,219000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,136000,USD,136000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,190000,USD,190000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,170000,USD,170000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,200000,USD,200000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,160000,USD,160000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,80000,GBP,101265,GB,Presencial,GB,Média,GBR
2025,Senior,Integral,Data Scientist,50750,GBP,64240,GB,Presencial,GB,Média,GBR
2025,Senior,Integral,Data Scientist,215000,USD,215000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,215000,USD,215000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,281000,USD,281000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,206000,USD,206000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,314000,USD,314000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,253000,USD,253000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,196900,USD,196900,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,175420,USD,175420,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,155250,USD,155250,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,114750,USD,114750,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,167300,USD,167300,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,101500,USD,101500,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,70000,GBP,88607,GB,Presencial,GB,Média,GBR
2025,Senior,Integral,Data Scientist,40000,GBP,50632,GB,Presencial,GB,Média,GBR
2025,Senior,Integral,Data Scientist,137000,USD,137000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,110500,USD,110500,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,122726,USD,122726,CA,Presencial,CA,Média,CAN
2025,Senior,Integral,Data Scientist,90710,USD,90710,CA,Presencial,CA,Média,CAN
2025,Senior,Integral,Data Scientist,234000,USD,234000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,90000,USD,90000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,257000,USD,257000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,218000,USD,218000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,120000,USD,120000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,110000,USD,110000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,127200,USD,127200,CA,Presencial,CA,Média,CAN
2025,Pleno,Integral,Data Scientist,112800,USD,112800,CA,Presencial,CA,Média,CAN
2025,Pleno,Integral,Data Scientist,152400,USD,152400,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,88900,USD,88900,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,152400,USD,152400,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,88900,USD,88900,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,210000,USD,210000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,178500,USD,178500,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,244000,USD,244000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,177500,USD,177500,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,196900,USD,196900,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,166698,USD,166698,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,196900,USD,196900,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,166698,USD,166698,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,196900,USD,196900,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,166698,USD,166698,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,196900,USD,196900,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,179551,USD,179551,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,196900,USD,196900,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,190000,USD,190000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,248700,USD,248700,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,136300,USD,136300,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,165000,USD,165000,CA,Presencial,CA,Média,CAN
2025,Senior,Integral,Data Scientist,124000,USD,124000,CA,Presencial,CA,Média,CAN
2025,Senior,Integral,Data Scientist,224000,USD,224000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,64000,USD,64000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,251600,USD,251600,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,120100,USD,120100,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,181000,USD,181000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,158000,USD,158000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,151800,USD,151800,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,133000,USD,133000,US,Presencial,US,Média,USA
2025,Executivo,Integral,Data Scientist,130920,USD,130920,US,Presencial,US,Média,USA
2025,Executivo,Integral,Data Scientist,87280,USD,87280,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,286000,USD,286000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,143000,USD,143000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,234000,USD,234000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,117000,USD,117000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,234000,USD,234000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,117000,USD,117000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,183600,USD,183600,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,121900,USD,121900,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,145000,USD,145000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,85000,USD,85000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,250000,USD,250000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,190000,USD,190000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,75000,GBP,94936,GB,Presencial,GB,Média,GBR
2025,Senior,Integral,Data Scientist,60000,GBP,75949,GB,Presencial,GB,Média,GBR
2025,Senior,Integral,Data Scientist,197400,USD,197400,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,158600,USD,158600,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,257970,USD,257970,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,143320,USD,143320,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,216000,USD,216000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,90000,USD,90000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,194700,USD,194700,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,97300,USD,97300,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,127000,USD,127000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,108000,USD,108000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,220000,USD,220000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,96600,USD,96600,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,56448,EUR,59418,AT,Presencial,AT,Média,AUT
2025,Junior,Integral,Data Scientist,56448,EUR,59418,AT,Presencial,AT,Média,AUT
2025,Senior,Integral,Data Scientist,196900,USD,196900,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,180393,USD,180393,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,65000,EUR,68421,DE,Presencial,DE,Média,DEU
2025,Pleno,Integral,Data Scientist,30000,EUR,31578,DE,Presencial,DE,Média,DEU
2025,Pleno,Integral,Data Scientist,190000,USD,190000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,150000,USD,150000,US,Presencial,US,Média,USA
2025,Executivo,Integral,Data Scientist,29352,EUR,30896,AT,Presencial,AT,Média,AUT
2025,Executivo,Integral,Data Scientist,29352,EUR,30896,AT,Presencial,AT,Média,AUT
2025,Pleno,Integral,Data Scientist,160000,USD,160000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,125000,USD,125000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,154000,USD,154000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,44000,USD,44000,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,234000,USD,234000,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,146000,USD,146000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,189175,USD,189175,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,104650,USD,104650,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,200000,USD,200000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,150000,USD,150000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,115000,USD,115000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,100000,USD,100000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,191869,USD,191869,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,137049,USD,137049,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,173040,USD,173040,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,79310,USD,79310,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,173040,USD,173040,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,86520,USD,86520,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,222480,USD,222480,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,92700,USD,92700,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,172800,USD,172800,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,138240,USD,138240,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,173040,USD,173040,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,86520,USD,86520,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,180000,USD,180000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,90000,USD,90000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,720000,USD,720000,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,170000,USD,170000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,180000,USD,180000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,130000,USD,130000,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,137000,USD,137000,US,Presencial,US,Média,USA
2025,Junior,Integral,Data Scientist,60400,USD,60400,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,286000,USD,286000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,143000,USD,143000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,200000,USD,200000,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,140000,USD,140000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,385000,USD,385000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,245000,USD,245000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,385000,USD,385000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,245000,USD,245000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,150000,USD,150000,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,110000,USD,110000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,316480,USD,316480,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,258500,USD,258500,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,242600,USD,242600,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,168700,USD,168700,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,248600,USD,248600,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,155300,USD,155300,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,196900,USD,196900,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,175420,USD,175420,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,59000,EUR,62105,DE,Presencial,DE,Média,DEU
2025,Pleno,Integral,Data Scientist,55000,EUR,57894,DE,Presencial,DE,Média,DEU
2025,Senior,Integral,Data Scientist,170000,USD,170000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,120000,USD,120000,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,109496,USD,109496,AU,Presencial,AU,Média,AUS
2025,Pleno,Integral,Data Scientist,100554,USD,100554,AU,Presencial,AU,Média,AUS
2025,Pleno,Integral,Data Scientist,122000,USD,122000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,104000,USD,104000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,150500,USD,150500,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,73300,USD,73300,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,166810,USD,166810,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,98124,USD,98124,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,128000,USD,128000,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,101000,USD,101000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,197400,USD,197400,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,144200,USD,144200,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,197400,USD,197400,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,158600,USD,158600,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,176800,USD,176800,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,102800,USD,102800,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,83600,USD,83600,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,64600,USD,64600,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,296610,USD,296610,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,164780,USD,164780,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,116500,USD,116500,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,77700,USD,77700,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,96800,GBP,122531,GB,Presencial,GB,Média,GBR
2025,Senior,Integral,Data Scientist,64600,GBP,81772,GB,Presencial,GB,Média,GBR
2025,Senior,Integral,Data Scientist,76700,GBP,97088,GB,Presencial,GB,Média,GBR
2025,Senior,Integral,Data Scientist,51100,GBP,64683,GB,Presencial,GB,Média,GBR
2025,Pleno,Parcial,Data Scientist,128600,USD,128600,US,Presencial,US,Média,USA
2025,Pleno,Parcial,Data Scientist,62800,USD,62800,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,220000,USD,220000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,96600,USD,96600,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,250000,USD,250000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,110100,USD,110100,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,286000,USD,286000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,143000,USD,143000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,286000,USD,286000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,132000,USD,132000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,220000,USD,220000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,96700,USD,96700,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,252000,USD,252000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,141000,USD,141000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,160000,USD,160000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,130000,USD,130000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,212000,USD,212000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,116000,USD,116000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,200000,USD,200000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,158000,USD,158000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,95000,USD,95000,NZ,Presencial,NZ,Média,NZL
2025,Pleno,Integral,Data Scientist,89000,USD,89000,NZ,Presencial,NZ,Média,NZL
2025,Senior,Integral,Data Scientist,385000,USD,385000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,245000,USD,245000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,200000,USD,200000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,130000,USD,130000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,250200,USD,250200,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,117200,USD,117200,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,68000,USD,68000,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,68000,USD,68000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,238650,USD,238650,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,144660,USD,144660,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,171500,USD,171500,US,Presencial,US,Média,USA
2025,Pleno,Integral,Data Scientist,102900,USD,102900,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,180000,USD,180000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,90000,USD,90000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,203940,USD,203940,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,101970,USD,101970,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,163200,USD,163200,CA,Presencial,CA,Média,CAN
2025,Senior,Integral,Data Scientist,108800,USD,108800,CA,Presencial,CA,Média,CAN
2025,Senior,Integral,Data Scientist,135000,USD,135000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,100000,USD,100000,US,Presencial,US,Média,USA
2025,Senior,Integral,Data Scientist,175000,USD,175000,US,Remoto,US,Média,USA
2025,Senior,Integral,Data Scientist,145000,USD,145000,US,Remoto,US,Média,USA
2025,Pleno,Integral,Data Scientist,168500,USD,168500,US,Presencial,US,Média,USA
